constant,default,multiplier,value,ordering_valid,n,eo_mean,ec_mean,dz,t,p,n_up,ec_frac_rhythmic,eo_frac_rhythmic,dz_norej,p_norej,n_up_norej,rho_Q_RI,top1_frac_below2,frac_label_changed,rank_corr_vs_base,frac_rhythmic,exemplar_RI,comparison_RI,maxQ_RI,all_conclusions_hold
t_r,0.4,0.9,0.36,True,15,1.2074461184742775,2.0162952800908416,1.4923210955606898,5.779734750300559,4.7692625921488065e-05,15,0.5830258302583026,0.06382978723404255,1.5622035985674922,1.17868634474985e-06,20,-0.006001711317723549,1.0,0.02412464399396884,0.9875067690263265,0.068771988607807,2.5312796447958203,1.3419616672802244,1.4121943241023478,True
t_r,0.4,0.95,0.38,True,15,1.2031099484336918,1.9598895284145508,1.4222873089880106,5.508495061232726,7.705090385777738e-05,15,0.5424354243542435,0.06382978723404255,1.5287850900702573,1.5899943936259507e-06,20,-0.005370099298774082,1.0,0.011224660747193835,0.9954343272887773,0.055872005361032,2.4506859792802507,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.0,0.4,True,15,1.1782450229627757,1.9044612644241876,1.4162466288494815,5.485099607656439,8.034368364749361e-05,15,0.4870848708487085,0.031914893617021274,1.4918770003413175,2.2206792742972393e-06,20,-0.004841888292618622,1.0,0.0,1.0,0.044647344613838166,2.378151680316238,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.05,0.42,True,15,1.1736625352787906,1.8634306969875243,1.3904870623986507,5.385333235786847,9.612008895537573e-05,15,0.4612546125461255,0.02127659574468085,1.4891002212246072,2.2775395686473375e-06,20,-0.004565977092146993,1.0,0.011140894622214776,0.9973770406646161,0.03350644999162339,2.312525409824989,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.1,0.44,True,15,1.1705497035676085,1.8214007187989127,1.3656813480785728,5.289261117334407,0.00011437843110422158,15,0.42435424354243545,0.010638297872340425,1.469848112953217,2.715437934925663e-06,20,-0.004741273140757868,1.0,0.02018763611995309,0.9961229551929199,0.024459708493885072,2.252865163923853,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.15,0.46,True,15,1.170210340466469,1.7919844767700337,1.3314907304921983,5.156841424825832,0.00014565471542494875,15,0.4059040590405904,0.010638297872340425,1.4701085938567597,2.708966751954607e-06,20,-0.004807448414981636,1.0,0.02781035349304741,0.9955693160185667,0.01683699112079075,2.198392765492381,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.2,0.48,True,15,1.1669564178071463,1.7651379447364015,1.320204947993459,5.113131777159296,0.0001578326160903112,15,0.39114391143911437,0.0,1.4735869760143503,2.6240615911593368e-06,20,-0.004952214671392102,1.0,0.03451164349137209,0.9953432340625673,0.010135701122466074,2.1484597335968654,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.25,0.5,True,15,1.1669564178071463,1.7373751262490909,1.2627716501357507,4.8906935710386215,0.0002384042469008257,15,0.36162361623616235,0.0,1.4527491982255825,3.1771058664031923e-06,20,-0.005120644812544404,1.0,0.039118780365220304,0.9952627809492848,0.005528564248617859,2.102521344252991,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.3,0.52,True,15,1.1669564178071463,1.7140311397522165,1.2304531225827282,4.76552445205182,0.0003014999799055112,15,0.33579335793357934,0.0,1.464617074652876,2.8488253488175268e-06,20,-0.0051915529356592344,1.0,0.041799296364550174,0.99523916329823,0.002848048249287988,2.060116677166337,1.3419616672802244,1.4121943241023478,True
t_r,0.4,1.35,0.54,True,15,1.1669564178071463,1.6879072408332614,1.19781378610401,4.639112845438484,0.000382914082597265,15,0.3025830258302583,0.0,1.4961689673290226,2.13565922907915e-06,20,-0.005224512401923934,1.0,0.04322332048919417,0.9952342466216333,0.001424024124643994,2.020853096530547,1.3419616672802244,1.4121943241023478,True
