scale,m_t_c,m_t_cw,m_t_r,m_t_rw,m_t_min,dz,p,n_up,ec_frac_rhythmic,eo_frac_rhythmic,rho,top1,exemplar_RI,comparison_RI,frac_label_changed,hold,eeg_hold
0.1,0.528026628214492,0.27711858543635565,0.4242634754592903,0.19245607421631844,0.0942484006949469,1.3876095095745664,9.807274107278306e-05,15,0.4575645756457565,0.010638297872340425,-0.023154156836566655,1.0,2.2993356817475816,1.366782629004502,0.023789579494052606,True,True
0.1,0.45164234174164475,0.2851800731481377,0.41655034123911083,0.19641976340765863,0.1007493608289491,1.4045079284878081,8.71688321888236e-05,15,0.46863468634686345,0.02127659574468085,-0.010995976218873754,1.0,2.323395079899976,1.3537413318700575,0.013905176746523706,True,True
0.1,0.49357426034601687,0.296176610689269,0.4024133730364063,0.20192159657126474,0.09837766803016117,1.4017286827238455,8.88715136407414e-05,15,0.4833948339483395,0.031914893617021274,-0.01563335604015906,1.0,2.369886562086551,1.3356392462606488,0.003769475624057631,True,True
0.1,0.5165340552017775,0.28573202612143445,0.4335677570090418,0.20277805137196425,0.10585419581810199,1.4343379387488449,7.089555576071892e-05,15,0.44280442804428044,0.010638297872340425,-0.01461428449530137,1.0,2.2714521853039895,1.3328213458151381,0.027223990618194003,True,True
0.1,0.45855497174240395,0.2950663654902981,0.38421167652796745,0.19598986719632516,0.10550888955103287,1.421399240724763,7.752603124287926e-05,15,0.5202952029520295,0.06382978723404255,0.005869575560537805,1.0,2.4347837554238625,1.3551557728007997,0.017255821745686045,True,True
0.1,0.4605723810138158,0.2755664595439916,0.406709551145777,0.21397533789489598,0.09921719979227524,1.4059122338173997,8.632145701662874e-05,15,0.47601476014760147,0.031914893617021274,-0.06150697176790555,1.0,2.355416096262039,1.29598012704246,0.013402579996649355,True,True
0.1,0.5394467445091513,0.3214661675598947,0.3718622896393918,0.21717590028402867,0.09821326088888513,1.433124329013382,7.149154437865377e-05,15,0.5608856088560885,0.06382978723404255,-0.025456456198331704,1.0,2.466501013600002,1.2854496633509074,0.03677332886580667,True,True
0.1,0.462466042716822,0.27521815751789214,0.3812345090537372,0.2045747963103328,0.10031037017042972,1.4211339398533578,7.76685622862559e-05,15,0.5313653136531366,0.06382978723404255,-0.03802163393228202,1.0,2.4459883851930937,1.3269097105973042,0.01742335399564416,True,True
0.1,0.4511772612360341,0.29007258713885414,0.3764942938218885,0.211393671053236,0.0975075503205541,1.4301035361887457,7.299782214204794e-05,15,0.5498154981549815,0.06382978723404255,-0.045441285324738234,1.0,2.4641939630226775,1.3044743057630792,0.021192829619701793,True,True
0.1,0.5136787235885586,0.3183035371191836,0.4326530782129531,0.18181318355810758,0.10586490100468,1.4241093305414139,7.608558010217604e-05,15,0.44280442804428044,0.010638297872340425,0.04974458602016424,1.0,2.274140182715083,1.4017997791247416,0.03493047411626738,True,True
0.1,0.5284549059019159,0.2832232634134562,0.4125065105395459,0.20434883624435646,0.09147695459632402,1.3630869429340813,0.00011648626608615903,15,0.46863468634686345,0.02127659574468085,-0.05165337393077634,1.0,2.3363684161141194,1.327653162522686,0.018344781370413805,True,True
0.1,0.46853887370210984,0.3134891304297724,0.38055324613125796,0.1803577694130138,0.09197040559187786,1.3785481036872465,0.00010449596822203265,15,0.5350553505535055,0.06382978723404255,0.035106977802107496,1.0,2.4485769803060835,1.4065883706120133,0.028564248617858938,True,True
