network,location_idx,seed_node,alpha,beta,replicate,run_seed,a_idx,b_idx,extinct,RI,label,admissible,reason,Q,Q_peak_freq,Q_bandwidth,Q_bins_across,Q_n_segments,Q_resolution_limited,Q_undersegmented,Q_ceiling,peak_power_share,f0,harmonic_k,period,samples_per_cycle,n_cycles,freq_rel_uncertainty,freq_rel_tolerance,freq_precision_ok,c,cbar,r,Phi,Psi,g_s,g_w,mean_activity,cv_activity,ri_cat,q_ter,visual_rating
net_E,4,16541,0.4216965034285822,0.2,3,124233,21,3,False,1.2188111547206204,WEAKLY_RHYTHMIC,True,,19.986494759177052,0.28125,0.0140720022889886,3.6024325859811057,10.0,False,False,24.0,0.0686627306433612,0.0557203817768878,5.0,17.946754277530616,17.946754277530616,83.58057266533169,0.0005476914757547,0.0029911257129217,True,0.1886925099916133,0.3069240973201179,0.2560200407476034,0.8769259923431941,0.6400501018690083,0.6400501018690083,1.2801002037380167,2857.14,0.0171589686323736,weak,Q-high,1.0
net_D,3,15808,0.0074989420933245,0.05,7,91407,7,0,False,2.141292919370965,RHYTHMIC,True,,2.4631059141704412,0.0234375,0.0095154251650983,2.4359488422651783,10.0,True,False,2.0,0.5003156523758856,0.0223950981162112,1.0,44.65262866056058,44.65262866056058,33.59264717431685,0.0013626900836352,0.00744210477676,True,0.4612580294743973,0.4773329934382911,0.4565171677483861,1.363808552680832,1.141292919370965,1.141292919370965,2.2825858387419307,310.336,0.1645747438606542,rhythmic,Q-low,5.0
net_A,2,4919,0.01,0.05,4,11604,8,0,False,2.2132446117769025,RHYTHMIC,True,,2.10672599289777,0.03125,0.0148334430321506,3.7973614162305553,10.0,False,False,2.6666666666666665,0.7190815457009031,0.0315558822946982,1.0,31.689812715774167,31.689812715774167,47.333823442047304,0.0009670963353202,0.005281635452629,True,0.458836126198542,0.7091884727841837,0.485297844710761,2.026252779383382,1.2132446117769025,1.2132446117769025,2.836753891136735,462.16066666666666,0.1301115097529704,rhythmic,Q-low,5.0
net_A,3,14655,0.0133352143216332,0.05,2,16802,9,0,False,2.0011581829177274,RHYTHMIC,True,,2.1173394243099426,0.046875,0.0221386327868886,5.667489993443491,10.0,False,False,4.0,0.6601404348389102,0.0471242418458223,1.0,21.220500549838583,21.220500549838583,70.68636276873356,0.0006475982833813,0.0035367500916397,True,0.2870591865332332,0.3695752279267882,0.4004632731670909,1.0559292226479664,1.0011581829177272,1.0011581829177272,2.0023163658354544,579.5686666666667,0.1078165180475459,rhythmic,Q-low,5.0
net_A,3,14655,0.0237137370566165,0.05,6,17206,11,0,False,2.0820335202151865,RHYTHMIC,True,,2.336922257321491,0.05859375,0.0250730420391298,6.418698762017245,10.0,False,False,5.0,0.6013547742915653,0.0589160957689132,1.0,16.973290353833065,16.973290353833065,88.37414365336984,0.0005179837144114,0.0028288817256388,True,0.482344933603121,0.4725008147298544,0.4328134080860746,1.350002327799584,1.0820335202151865,1.0820335202151865,2.164067040430373,732.4693333333333,0.076526958708533,rhythmic,Q-low,4.0
net_D,3,15808,0.01,0.05,7,91607,8,0,False,2.3687893334341825,RHYTHMIC,True,,3.4618741318596267,0.03515625,0.0101552652294481,2.5997478987387215,10.0,True,False,3.0,0.6887735482717914,0.0335122982954202,1.0,29.83979168437573,29.83979168437573,50.26844744313037,0.0009106381739616,0.0049732986140626,True,0.3322646440129375,0.4790762667019638,0.5822998988057857,1.3687893334341823,1.4557497470144642,1.3687893334341823,2.9114994940289285,461.872,0.1470334094712224,rhythmic,Q-mid,5.0
net_D,4,17666,0.0133352143216332,0.05,5,96805,9,0,False,2.026343700689199,RHYTHMIC,True,,4.1853410697410185,0.04296875,0.0102664870757256,2.62822069138577,10.0,True,False,3.6666666666666665,0.6029374782251088,0.0444166448541694,1.0,22.51408235095743,22.51408235095743,66.62496728125413,0.000687075267058,0.0037523470584929,True,0.4925350745780553,0.621309701175529,0.4105374802756796,1.7751705747872255,1.0263437006891991,1.0263437006891991,2.485238804702116,580.32,0.1073493573545342,rhythmic,Q-mid,5.0
net_A,1,1023,0.0177827941003892,0.05,8,7008,10,0,False,2.0428020629725117,RHYTHMIC,True,,3.2779999453426236,0.05859375,0.0178748477660135,4.575961028099458,10.0,False,False,5.0,0.6372823571283024,0.0574948199477392,1.0,17.392871234468856,17.392871234468856,86.24222992160885,0.0005307883067159,0.0028988118724114,True,0.4099270807457787,0.4427534932165814,0.4171208251890047,1.2650099806188042,1.0428020629725117,1.0428020629725117,2.0856041259450233,667.02,0.0911116641966387,rhythmic,Q-mid,5.0
net_D,2,15114,0.0237137370566165,0.05,2,87202,11,0,False,2.076488738333454,RHYTHMIC,True,,3.5537560625997666,0.06640625,0.0186862150440962,4.783671051288639,10.0,False,False,5.666666666666667,0.6822119365369184,0.0633041807928987,1.0,15.796744977579383,15.796744977579383,94.95627118934806,0.0004820783989739,0.0026327908295965,True,0.2037146971272881,0.3767710584167086,0.5240337499632234,1.0764887383334534,1.3100843749080584,1.0764887383334534,2.620168749816117,731.8206666666666,0.0838773419215453,rhythmic,Q-mid,3.0
net_D,0,0,0.01,0.2,7,76637,8,3,False,2.1655528046233337,RHYTHMIC,True,,5.477842750444634,0.0703125,0.0128358010996742,3.285965081516615,10.0,False,False,6.0,0.2746794177459248,0.0726851871038043,1.0,13.757961420280362,13.757961420280362,109.02778065570654,0.0004198596624841,0.0022929935700467,True,0.2506489243735553,0.4260943869554296,0.4662211218493335,1.2174125341583704,1.1655528046233337,1.1655528046233337,2.3311056092466673,1531.634,0.0422497902476072,rhythmic,Q-high,2.0
